"Feeding type","Predator lifestage","Location","Intercept","Slope","R Squared","F Statistic","p-value"
"insectivorous","larva / juvenile","Strait of Georgia",0.946030011005037,0.384249046154572,0.125577629410638,4.3083628793485,0.0465944025225441
"piscivorous","adult","Apalachicola Bay, Florida",6.96676095437558,0.315601167257104,0.13840835729043,13.4939818773466,0.000420131370657502
"piscivorous","adult","Atlantic Ocean",6.29080531131297,0.260141577182126,0.167648928394049,2213.96605803832,0
"piscivorous","adult","Cape Cod Bay, Gulf of Maine, New England",12.3638007966521,-0.00075571948748518,1.05682888325711e-05,0.000739788036572916,0.9783783713188
"piscivorous","adult","Eastern Mediterranean",2.84395790386421,0.652009130082474,0.621375968997542,205.142805962542,3.90742334690276e-28
"piscivorous","adult","Europe, Celtic Sea ecosystem",5.1972808252112,0.446320367632756,0.360856572626597,1179.43695879791,2.57239252512457e-205
"piscivorous","adult","French Polynesian EEZ",9.80728447063054,-0.00344440892783732,0.000137077297159918,0.257603552961976,0.611830912872727
"piscivorous","adult","Great Channel South, Gulf of Maine, New England",10.77512339479,0.275645033772453,0.236407118878563,224.458825408693,2.09079088296548e-44
"piscivorous","adult","Great South Bay, Long Island, New York",3.04781706869486,0.381984962733834,0.268430572529679,108.242657392169,8.43412441946386e-22
"piscivorous","adult","Gulf of Maine, New England",12.140634178118,0.0637787507225829,0.0036989019587081,0.293298135786877,0.589638854188326
"piscivorous","adult","Jeffreys Ledge, Gulf of Maine, New England",11.3795272341053,0.107808454068971,0.0955172500566953,40.8688565638825,4.69052308104254e-10
"piscivorous","adult","Mid Atlantic",4.15309731870386,0.102300793203792,0.0484716094614918,3.71867778814919,0.0576960215780974
"piscivorous","adult","Off the Bay of Biscay",10.6433842999675,0.192985490250415,0.142626808084678,59.2217533239136,1.39971967104614e-13
"piscivorous","adult","South of Marthas Vineyard, New England",9.90592950591141,0.486799091516026,0.136288598876772,2.20911797828936,0.159367429953626
"piscivorous","adult","Stellwagen Bank, Gulf of Maine, New England",11.7923413214185,0.108492499541345,0.0385393345397022,20.2024121275,8.6504189134636e-06
"piscivorous","juvenile","Apalachicola Bay, Florida",7.61765814929771,0.255431068910441,0.0622128331867773,1.79118093687622,0.191944478653282
"piscivorous","juvenile","Off the Bay of Biscay",8.62335338724499,3.02617565393957e-14,0.499986237162604,20.3816784239439,6.58962714844973e-06
"piscivorous","juvenile","W Greenland",1.27848314402828,0.709121551017255,0.620397726006059,31.0523872001443,2.25023100017498e-05
"piscivorous","larva / juvenile","Strait of Georgia",4.96732009411791,0.652630804441673,0.502262057547569,9.08180416316188,0.0146301686798566
"piscivorous","postlarva","Antarctic Peninsula",-2.52746573405741,0.106773528674382,0.0389698693052271,1.25705314524184,0.270820006991041
"piscivorous","postlarva/juvenile","Antarctic Peninsula",0.242446120869743,NA,0,NA,NA
"planktivorous","adult","Eastern Mediterranean",1.5578783039798,-0.188526023745904,0.00077796106926157,0.0140142017500866,0.907076397953721
"planktivorous","adult","French Polynesian EEZ",10.2425928591287,0.0631832278723198,0.0480008709870067,6.85727355759357,0.00982944116500029
"planktivorous","juvenile","Gulf of Alaska",2.61342271573401,0.168911383542265,1,NA,NA
"planktivorous","larva","Antarctic Peninsula",11.1598881317021,1.0207753817686,0.330043815585915,156.165271662109,2.07689904819003e-29
"planktivorous","larva","Catalan Sea",-2.19426552537672,0.257653872395839,0.280072857461197,170.005867925649,4.70821273070669e-33
"planktivorous","larva","Greenland",-3.83868606682441,0.258813702633504,0.0982205090743173,5.1191715634985,0.0283256454055264
"planktivorous","larva","Western North Pacific",-3.44871842565978,0.161010317505003,0.0857054685549205,20.2477216817684,1.11138645151141e-05
"planktivorous","larva / juvenile","Strait of Georgia",5.08312949598501,0.537539976546299,0.2383099678989,36.9186611704769,1.55071505486178e-08
"planktivorous","postlarva/juvenile","Antarctic Peninsula",6.81310614810303,0.675479706794872,0.231238785388307,78.808036384013,1.10590667174297e-16
"predacious","adult","Atlantic Ocean",6.89914238491718,0.20589271769404,0.168513283612109,1031.15969277667,3.52233438036028e-206
"predacious","adult","Cape Cod Bay, Gulf of Maine, New England",12.667694092929,0.0294846614061538,0.0302655879145218,0.436942554087687,0.519332318863778
"predacious","adult","Eastern Mediterranean",1.77465298135465,0.171119695188261,0.0232312986385009,5.18487447041874,0.0237546050509433
"predacious","adult","French Polynesian EEZ",9.75686769613354,-0.0138206603455187,0.00181756641442428,3.62354319511628,0.0571115661405521
"predacious","adult","Great Channel South, Gulf of Maine, New England",12.5263754272109,0.357253501132582,0.197889961568321,5.42765823379462,0.0293962572369464
"predacious","adult","Gulf of Maine, New England",12.0317192583854,-5.8170431150463e-15,0.422621943704169,1.39180470157283,0.323133640956425
"predacious","adult","Jeffreys Ledge, Gulf of Maine, New England",11.7555841576777,-0.0283090245871117,0.00621738162868263,0.218969775664338,0.642726920235099
"predacious","adult","Mid Atlantic",3.76625484911866,0.358208680187524,0.657742185314355,69.1838656571367,6.6732870735388e-10
"predacious","adult","Off the Bay of Biscay",10.4197372146788,0.203506978120733,0.0873452550974306,45.0768654638197,5.4657257591684e-11
"predacious","adult","South of Marthas Vineyard, New England",10.1808028012821,0.0583894765003333,0.00265210461319652,0.0717972383433414,0.790774221951632
"predacious","adult","Stellwagen Bank, Gulf of Maine, New England",12.6221600511456,0.182768954519519,0.206194400151178,1.29877138804797,0.306072332500695
"predacious","juvenile","Gulf of Alaska",0.951822279780522,0.0397576284666678,0.240623932316181,12.9916936348212,0.00083943067945302
"predacious","juvenile","Off the Bay of Biscay",8.62335338724469,7.45851832490177e-16,0.500138266010441,0.479565006614892,0.488887342396176
"predacious","juvenile","Oxwich Bay, Wales",-0.594631029295351,0.0778070237368163,0.0805459740919785,115.021372469737,8.77947893508709e-26
"predacious","juvenile","W Greenland",-1.7994463105477,0.0432429593286009,0.148366503387041,24.3899641768384,2.2082368105452e-06
"predacious","larva","Andaman Sea (West of South Thailand)",7.00529694337676,0.941421745921814,0.412420670135113,22.4607312979481,4.2333643644933e-05
"predacious","larva","Antarctic Peninsula",7.41883913802823,0.724801160896602,0.637066906559136,1662.29636099526,1.22794430266837e-210
"predacious","larva","Western North Pacific",-2.66286554355492,0.150488902922313,0.146191921213292,38.8677115383768,2.18738751251497e-09
"predacious","larva / juvenile","NE North Sea and Skaggerak",10.4119448445479,1.09890063283713,0.715421579592819,47.7654278662958,1.36957984453215e-06
"predacious","larva / juvenile","Strait of Georgia",3.58794771931324,0.510273652134306,0.422183530433424,339.023147381123,3.08809542053746e-57
"predacious","postlarva","Antarctic Peninsula",-1.61375195212254,0.15403834606651,0.109207422360888,8.58170550266892,0.00458060708606846
"predacious","postlarva/juvenile","Antarctic Peninsula",1.6671459067788,0.21164969664339,0.14416882005629,99.0513879135288,1.13623625843033e-21
"predacious/piscivorous","adult","Apalachicola Bay, Florida",4.72504035144858,0.621895377669317,0.384283752048305,34.9509862477974,2.11324894527803e-07
"predacious/piscivorous","adult","Crooked Island Sound, Florida",4.79484784084579,0.50644882649248,0.293713022751524,42.0013624114544,3.37813443070404e-09
